idx	subject	confidence	is_duplicate	in_repo	drop_reason	url_rewritten	note	record_type	word_count	url	title
506	llm-finetuning	lo			truncated Colab URL, ambiguous (2-4 candidate notebooks)			bookmark	0	https://colab.research.google.com/github/unslothai/notebooks/blob/main/nb/OpenEnv_gpt_oss_(20B	Google Colab
507	llm-finetuning	hi						markdown	2396	https://machinelearningmastery.com/the-machine-learning-practitioners-guide-to-fine-tuning-language-models/	The Machine Learning Practitioner's Guide to Fine-Tuning Language Models - MachineLearningMastery.com
508	llm-finetuning	hi						markdown	750	https://github.com/merveenoyan/smol-vision	GitHub - merveenoyan/smol-vision: Recipes for shrinking, optimizing, customizing cutting edge vision models. 💜 · GitHub
509	llm-finetuning	hi						markdown	1399	https://developer.nvidia.com/blog/train-an-llm-on-an-nvidia-blackwell-desktop-with-unsloth-and-scale-it/	Train an LLM on NVIDIA Blackwell with Unsloth—and Scale for Production | NVIDIA Technical Blog
510	llm-finetuning	hi						markdown	1121	https://docs.unsloth.ai/models/qwen3-vl-run-and-fine-tune	Qwen3-VL: How to Run Guide | Unsloth Documentation
511	llm-finetuning	hi						markdown	1015	https://huggingface.co/learn/smol-course/unit0/1	Welcome to the 🤗 smol-course · Hugging Face
512	llm-inference-optimization	hi						markdown	0	https://modal.com/notebooks/modal-labs/_/nb-x2wXrLH7aqi7HGVQ8Fosh2	Inside vLLM - Anatomy of a High-Throughput LLM Inference System | Modal Notebooks
513	ml-foundations	lo						markdown	239	https://roboflow.com/open-source	Open Source at Roboflow
514	ai-engineering	lo						markdown	2481	https://modal.com/docs/guide/volumes	Volumes | Modal Docs
515	llm-finetuning	hi						markdown	911	https://docs.unsloth.ai/new/vision-reinforcement-learning-vlm-rl	Vision Reinforcement Learning (VLM RL) | Unsloth Documentation
516	llm-inference-optimization	lo						markdown	7058	https://fleetwood.dev/posts/domain-specific-architectures	Domain specific architectures for AI inference
517	cuda	lo						markdown	207	https://arxiv.org/abs/2401.14489	[2401.14489] The Case for Co-Designing Model Architectures with Hardware
518	cuda	hi						markdown	6019	https://szymonozog.github.io/posts/2025-09-21-Penny-worklog-1.html	Writing my own communications library - a worklog of creating Penny part 1 | Szymon Ożóg
519	llm-finetuning	hi	dup					bookmark	0	https://youtube.com/playlist?list=PLQxDHpeGU14BX9L83JMSoKHsdIjv98BGn&si=MmOccXVt8iAabla9	Complete LLM Finetuning - YouTube
520	ai-engineering	hi						markdown	914	https://maximerivest.com/posts/is_dspy_worth_it.html	Maxime Rivest – DSPy sounds neat, but is it reliable?
521	rag-retrieval	hi						markdown	448	https://huggingface.co/Logics-MLLM/Logics-Parsing	Logics-MLLM/Logics-Parsing · Hugging Face
522	transformers	hi						markdown	4191	https://github.com/rasbt/reasoning-from-scratch/blob/main/ch03/01_main-chapter-code/ch03_main.ipynb	reasoning-from-scratch/ch03/01_main-chapter-code/ch03_main.ipynb · rasbt/reasoning-from-scratch
523	llm-finetuning	hi						markdown	5932	https://thinkingmachines.ai/blog/lora/	LoRA Without Regret - Thinking Machines Lab
524	_inbox	hi			private Colab drive link, no content			bookmark	0	https://colab.research.google.com/drive/1bT5LWeO1gPL83GKUZsFeFEleHmEDEQRy	Google Colab
525	llm-finetuning	hi						markdown	2046	https://aiengineering.academy/LLM/ServerLessFinetuning/#core-concepts	Write Deep Learning Code Locally and Run on GPUs Instantly - AI Engineering Academy
526	llm-finetuning	hi						markdown	1634	https://benanderson.work/blog/anatomy-of-finetuning-api/	Anatomy of a Modern Finetuning API
527	llm-finetuning	hi						markdown	1312	https://huggingface.co/docs/trl/main/en/lora_without_regret	LoRA Without Regret · Hugging Face
528	ai-engineering	hi						markdown	1107	https://openai.com/index/introducing-agentkit/	Introducing AgentKit | OpenAI
529	llm-finetuning	hi						markdown	409	https://www.deeplearning.ai/short-courses/post-training-of-llms/?utm_content=350521648&utm_medium=social&utm_source=twitter&hss_channel=tw-992153930095251456	Post-training of LLMs - DeepLearning.AI
530	ai-engineering	hi	dup					markdown	2100	https://github.com/SylphAI-Inc/LLM-engineer-handbook	GitHub - SylphAI-Inc/LLM-engineer-handbook: A curated list of Large Language Model resources, covering model training, serving, fine-tuning, and building LLM applications. · GitHub
531	llm-finetuning	hi						markdown	778	https://github.com/neo4j-labs/text2cypher/blob/main/finetuning/unsloth-llama3/README.md#llamaindex	text2cypher/finetuning/unsloth-llama3/README.md at main · neo4j-labs/text2cypher · GitHub
532	ml-foundations	lo	dup					markdown	1380	https://github.com/stas00/ml-engineering#pdf-version	GitHub - stas00/ml-engineering: Machine Learning Engineering Open Book · GitHub
533	llm-finetuning	hi						markdown	3901	https://github.com/mistralai/mistral-finetune	GitHub - mistralai/mistral-finetune · GitHub
534	llm-inference-optimization	hi						markdown	2532	https://bytesofintelligence.substack.com/p/maximizing-gpu-efficiency-the-battle?utm_source=post-banner&utm_medium=web&utm_campaign=posts-open-in-app&triedRedirect=true	Maximizing GPU Efficiency: The Battle of Inference Methods
535	ai-engineering	hi						markdown	6760	https://magazine.sebastianraschka.com/p/llm-evaluation-4-approaches	Understanding the 4 Main Approaches to LLM Evaluation (From Scratch)
536	llm-finetuning	lo						PDF document	495	https://github.com/TrelisResearch	Trelis Research · GitHub
537	rag-retrieval	hi						PDF document	328	https://maven.com/p/935d62/improving-retrievers-by-reranking-and-embedding-fine-tuning?utm_medium=ll_share_link&utm_source=instructor	Improving retrievers by Reranking and embedding fine-tuning
538	ml-foundations	hi						PDF document	129	https://github.com/matheusfacure/causal-inference-in-python-code	GitHub - matheusfacure/causal-inference-in-python-code: Code for the Book Causal Inference in Python · GitHub
539	rag-retrieval	hi						PDF document	254	https://qdrant.tech/documentation/	Documentation - Qdrant
540	ml-foundations	hi						PDF document	6094	https://distill.pub/2018/differentiable-parameterizations/	Differentiable Image Parameterizations
541	ml-foundations	hi						PDF document	4508	https://www.digitalocean.com/community/conceptual_articles/s-o-l-i-d-the-first-five-principles-of-object-oriented-design	SOLID Design Principles Explained: Building Better Software Architecture | DigitalOcean
542	ml-foundations	hi						PDF document	4508	https://www.digitalocean.com/community/conceptual-articles/s-o-l-i-d-the-first-five-principles-of-object-oriented-design	SOLID Design Principles Explained: Building Better Software Architecture | DigitalOcean
543	llm-landscape	hi						PDF document	613	https://lumiere-video.github.io/	Lumiere
544	llm-inference-optimization	hi						PDF document	143	https://huggingface.co/unsloth/DeepSeek-R1-GGUF/tree/main/DeepSeek-R1-UD-IQ1_S	unsloth/DeepSeek-R1-GGUF at main
545	llm-inference-optimization	hi						PDF document	3827	https://github.com/huggingface/nanoVLM/pull/69	Implementing KV Cache for inference by ariG23498 · Pull Request #69 · huggingface/nanoVLM · GitHub
546	ai-engineering	hi						PDF document	628	https://ai-engineer.harshhh.me/	AI Engineer Roadmap — From Math to Production
